Step,Active_Hosts,Total_Power_W,Max_Temperature_C,Migrations,SLA_TAH,PDM
81,6,2067.3479027726075,104.2285974855286,1143,65.68668108965034,0.7121349880149723
82,6,2153.942699978177,104.33854830254134,1193,65.93647977553019,0.7190405007707765
83,6,2147.113882887077,104.35471107533198,1227,66.17928573024976,0.7263318393937994
84,6,2134.0376850333564,104.3157149262875,1256,66.41538913746327,0.7317379776924483
85,6,2115.4460955379263,104.33282175805095,1292,66.64506432022958,0.7344575260973321
86,6,2069.992189351377,104.20973817457786,1313,66.86857081100828,0.7336132101875177
87,6,2065.708635186651,104.17543164265703,1326,67.08615433615434,0.7306259975172906
88,6,2044.0738507833405,104.1657733231265,1331,67.29804772277642,0.7253630107668502
89,6,2046.6353649100515,104.16598847951555,1338,67.50447173500862,0.7209155725589081
90,6,2019.8836458097733,104.14972864361357,1340,67.5048326331721,0.7150163115451288
91,6,2048.4525990372676,104.1858394198338,1347,67.70332625306122,0.711405529953917
92,6,2104.995830713565,104.22610468966876,1356,67.8968915981119,0.7085923294853903
93,6,2058.995562648565,104.19624397102262,1370,68.08571030219417,0.7070781159951798
94,6,2064.1237339004197,104.2432839958254,1388,68.05898470494219,0.7053153143794991
95,6,2029.7058361062386,104.10806571670264,1394,68.24145736980002,0.7013225115359262
96,6,2045.4090856396667,104.22191391369802,1405,68.21385096845097,0.6991257098500632
97,6,2043.6810217585642,104.25997234467337,1426,67.98868441970998,0.69773559706174
98,6,2052.579360867826,104.22229747966554,1453,67.96508068803817,0.6966256100860891
99,6,2044.4435431467614,104.00950250511602,1467,67.94220382780752,0.6941810708576994
100,6,2051.527568907435,104.19115706026051,1481,67.92002288863816,0.691646336664831
101,6,2043.175835984859,104.30929161995752,1507,67.8985085858865,0.6929631290580464
102,6,2033.3260586601675,104.25112864570877,1528,67.87763319287082,0.6925812811690577
103,6,2040.2341508906939,104.22399686365318,1549,67.8573704412119,0.6923880439678395
104,6,2028.3429841586947,104.18645742135007,1566,67.83769542859478,0.6933619739193256
105,6,1998.1142271159904,104.26420280101343,1579,67.818584533322,0.6974880247425801
106,6,1994.8148711585955,104.20998472370526,1595,67.8000153350899,0.699067099587354
107,6,1985.0152988071898,104.13926748150375,1607,67.78196654147192,0.6966615591772309
108,6,1976.2769989932265,104.2436469036537,1636,67.58897932314993,0.6968104719764026
109,6,1926.7251741025423,104.23043490575357,1650,67.40012801068502,0.6943745136632047
110,6,1902.9420685296739,104.0106332019977,1653,67.21528126415495,0.6907807996217405
111,6,1848.449501088534,103.21536889631284,1655,66.7057066610638,0.6868201366051115
112,6,1798.9728123629202,95.8444337800932,1655,66.20630965435271,0.6825773084796912
113,6,1799.068012323673,101.54318154291894,1655,65.71678815536083,0.6784592317578195
114,6,1779.6425234374383,102.79443725241615,1656,65.23685192142693,0.6749310072497863
115,6,1753.3401572235377,102.48870215024614,1657,64.76622198048288,0.671549594069892
116,6,1671.2312846185716,94.43580360034652,1657,64.16217994643655,0.6682179391491431
117,6,1648.444124760026,100.99277323769843,1657,63.71057528242224,0.6650295811449708
118,6,1612.658515648965,101.85223265494501,1657,63.26748206097555,0.6620096909171589
119,6,1576.2035882203788,100.62130943741138,1657,62.832661778048084,0.6591483906731815
120,6,1565.1507552318358,100.9185269218131,1657,62.4058847630099,0.6563966326248979
121,6,1537.5600874174652,100.73791050284846,1657,61.98692977321897,0.6537407544219863
122,6,1503.2487456127437,95.55604589714262,1657,61.57558361073014,0.6511954270849392
123,6,1506.597662383625,101.4357899340386,1657,61.17164075974518,0.6487196099157786
124,6,1496.5575449909998,97.20212565777672,1657,60.77490304350551,0.6463174344340277
125,6,1477.3503471242182,97.31106821403019,1657,60.385179299421075,0.64400927508759
126,6,1447.1821276895744,95.1192493255253,1657,60.002285071314034,0.641814961626045
127,6,1418.7713198013612,93.56843053572935,1657,59.49583398440043,0.6397108271687976
128,6,1403.7079766463407,95.17346008166764,1657,59.12708016896391,0.6376792163500629
129,6,1398.9202920128807,93.44320698878728,1657,58.6364192402642,0.6356976384793391
130,6,1378.3640250360668,92.03929744013631,1657,58.15385361148911,0.6338286247334768
131,6,1338.8506738758367,92.59786658633924,1657,57.679184132111224,0.6320283042373317
132,6,1318.4125999865787,92.92427404348791,1657,57.21221814472589,0.63025906049162
133,6,1290.9638000232342,91.90198536196661,1657,56.75276922202445,0.6285619889320241
134,6,1268.136197364628,91.52960803136786,1657,56.30065691647529,0.6269360047452724
135,6,1245.6943725252863,92.45898079367613,1657,55.85570652200077,0.6253954948513775
136,6,1242.6133055984044,91.99484932562994,1657,55.41774884698363,0.6238778806187963
137,6,1234.420136777728,92.06111786410581,1657,54.98661999797806,0.6223981548879941
138,6,1211.826446099741,93.77486618483212,1657,54.562161173540424,0.620996368680894
139,6,1198.1210381143803,92.61686976077618,1657,54.14421846762999,0.6196765630343808
140,6,1164.9195316352566,90.31529273020152,1657,53.73264268206511,0.6184126055405231
141,6,1168.6256982947432,91.53975057236349,1657,53.32728914755066,0.6171638038700481
142,6,1142.771015715468,91.92412836095822,1657,52.928017552822645,0.6160297248508508
143,5,1002.0592950268153,91.10393761460693,1657,52.54033690635303,0.614929618436577
